Id;Name;Duration;CalcPrio;LastRun;LastResults;Verdict;Cycle;BuildId
175;78226;57675;0;2015-02-13 16:54:00;[];0;1;4
176;78225;55495;0;2015-02-13 16:54:00;[];0;1;4
177;78224;57065;0;2015-02-13 16:54:00;[];0;1;4
178;78223;47346;0;2015-02-13 16:54:00;[];0;1;4
179;78222;55216;0;2015-02-13 16:54:00;[];0;1;4
180;78221;57122;0;2015-02-13 16:54:00;[];1;1;4
181;78296;57069;0;2015-02-13 16:54:00;[];1;1;4
182;78210;55374;0;2015-02-13 16:54:00;[];0;1;4
183;78208;57678;0;2015-02-13 16:54:00;[];0;1;4
184;78207;56581;0;2015-02-13 16:54:00;[];0;1;4
185;78206;55832;0;2015-02-13 16:54:00;[];1;1;4
186;78205;56787;0;2015-02-13 16:54:00;[];0;1;4
187;78204;56832;0;2015-02-13 16:54:00;[];0;1;4
188;78203;55684;0;2015-02-13 16:54:00;[];1;1;4
189;78202;57849;0;2015-02-13 16:54:00;[];1;1;4
190;78201;56895;0;2015-02-13 16:54:00;[];0;1;4
191;78200;56228;0;2015-02-13 16:54:00;[];0;1;4
192;78199;56479;0;2015-02-13 16:54:00;[];0;1;4
193;78198;54847;0;2015-02-13 16:54:00;[];0;1;4
194;78197;54525;0;2015-02-13 16:54:00;[];0;1;4
195;78149;56856;0;2015-02-13 16:54:00;[];1;1;4
196;78196;53569;0;2015-02-13 16:54:00;[];0;1;4
197;78150;57007;0;2015-02-13 16:54:00;[];1;1;4
198;78151;46704;0;2015-02-13 16:54:00;[];1;1;4
199;78195;58960;0;2015-02-13 16:54:00;[];1;1;4
200;78152;55968;0;2015-02-13 16:54:00;[];1;1;4
201;78232;57199;0;2015-02-13 16:54:00;[];0;1;4
202;78297;55960;0;2015-02-13 16:54:00;[];1;1;4
203;78228;56260;0;2015-02-13 16:54:00;[];0;1;4
204;78161;54815;0;2015-02-13 16:54:00;[];1;1;4
205;78298;54810;0;2015-02-13 16:54:00;[];1;1;4
206;78075;61690;0;2015-02-19 16:18:00;[0, 1, 1];1;2;5
207;78078;58661;0;2015-02-23 16:28:00;[0, 1, 1];1;3;6
208;78086;59120;0;2015-02-23 16:28:00;[0, 1, 1];1;4;6
209;78091;57323;0;2015-02-23 16:28:00;[0, 1, 1];1;4;6
210;78092;57052;0;2015-02-23 16:28:00;[0, 1, 1];1;4;6
211;78079;59348;0;2015-02-23 16:28:00;[0, 1, 1];1;4;6
212;78093;57542;0;2015-02-23 16:28:00;[0, 1, 1];1;4;6
213;78085;55332;0;2015-02-23 16:28:00;[0, 1, 1];1;4;6
214;78081;56285;0;2015-02-23 16:28:00;[1, 1, 1];1;4;6
215;78094;56819;0;2015-02-23 16:28:00;[0, 1, 1];1;4;6
216;78080;55577;0;2015-02-23 16:28:00;[0, 1, 1];1;4;6
217;78095;57176;0;2015-02-23 16:28:00;[0, 1, 1];1;4;6
218;78084;56861;0;2015-02-23 16:28:00;[0, 1, 1];1;4;6
219;78097;56062;0;2015-02-23 16:28:00;[0, 1, 1];1;4;6
220;78074;54015;0;2015-02-23 16:28:00;[0, 1, 1];1;4;6
221;78090;59522;0;2015-02-23 16:28:00;[0, 1, 1];1;4;6
222;78083;57145;0;2015-02-23 16:28:00;[0, 1, 1];1;4;6
223;78096;57046;0;2015-02-23 16:28:00;[0, 1, 1];1;4;6
224;78075;61690;0;2015-02-23 16:28:00;[1, 0, 1, 1];1;4;6
225;78088;63852;0;2015-02-23 16:28:00;[0, 1, 1];1;4;6
226;78098;54792;0;2015-02-23 16:28:00;[1, 1, 1];1;4;6
227;78076;57319;0;2015-02-23 16:28:00;[0, 1, 1];1;4;6
228;78087;56098;0;2015-02-23 16:28:00;[0, 1, 1];1;4;6
229;78082;57262;0;2015-02-23 16:28:00;[0, 1, 1];1;4;6
230;78089;62456;0;2015-02-23 16:28:00;[0, 1, 1];1;4;6
231;78077;59096;0;2015-02-23 16:28:00;[0, 1, 1];1;4;6
232;78084;56861;0;2015-02-23 16:32:00;[1, 0, 1, 1];0;4;7
233;78088;63852;0;2015-02-23 16:32:00;[1, 0, 1, 1];0;4;7
234;78076;57319;0;2015-02-23 16:32:00;[1, 0, 1, 1];0;4;7
235;78080;55577;0;2015-02-23 16:32:00;[1, 0, 1, 1];0;4;7
236;78095;57176;0;2015-02-23 16:32:00;[1, 0, 1, 1];0;4;7
237;78094;56819;0;2015-02-23 16:32:00;[1, 0, 1, 1];0;4;7
238;78077;59096;0;2015-02-23 16:32:00;[1, 0, 1, 1];0;4;7
239;78075;61690;0;2015-02-23 16:32:00;[1, 1, 0, 1, 1];0;4;7
240;78090;59522;0;2015-02-23 16:32:00;[1, 0, 1, 1];0;4;7
241;78079;59348;0;2015-02-23 16:32:00;[1, 0, 1, 1];0;4;7
242;78092;57052;0;2015-02-23 16:32:00;[1, 0, 1, 1];0;4;7
243;78087;56098;0;2015-02-23 16:32:00;[1, 0, 1, 1];0;4;7
244;78091;57323;0;2015-02-23 16:32:00;[1, 0, 1, 1];0;4;7
245;78086;59120;0;2015-02-23 16:32:00;[1, 0, 1, 1];0;4;7
246;78096;57046;0;2015-02-23 16:32:00;[1, 0, 1, 1];0;4;7
247;78078;58661;0;2015-02-23 16:32:00;[1, 0, 1, 1];0;4;7
248;78074;54015;0;2015-02-23 16:32:00;[1, 0, 1, 1];1;4;7
249;78089;62456;0;2015-02-23 16:32:00;[1, 0, 1, 1];0;4;7
250;78093;57542;0;2015-02-23 16:32:00;[1, 0, 1, 1];0;4;7
251;78085;55332;0;2015-02-23 16:32:00;[1, 0, 1, 1];0;4;7
252;78098;54792;0;2015-02-23 16:32:00;[1, 1, 1, 1];1;4;7
253;78082;57262;0;2015-02-23 16:32:00;[1, 0, 1, 1];0;4;7
254;78097;56062;0;2015-02-23 16:32:00;[1, 0, 1, 1];0;4;7
255;78083;57145;0;2015-02-23 16:32:00;[1, 0, 1, 1];0;4;7
256;78081;56285;0;2015-02-23 16:32:00;[1, 1, 1, 1];1;4;7
257;78166;59311;0;2015-02-24 13:29:00;[1];0;4;8
258;78175;57176;0;2015-02-24 18:31:00;[0];0;5;9
259;78170;56625;0;2015-02-24 18:31:00;[0];0;5;9
260;78151;46704;0;2015-02-24 18:31:00;[1];0;5;9
261;78178;58936;0;2015-02-24 18:31:00;[0];0;5;9
262;78194;56191;0;2015-02-24 18:31:00;[1];1;5;9
263;78166;59311;0;2015-02-24 18:31:00;[0, 1];0;5;9
264;78196;53569;0;2015-02-24 18:31:00;[0];0;5;9
265;78171;57288;0;2015-02-24 18:31:00;[0];0;5;9
266;78177;56648;0;2015-02-24 18:31:00;[1];0;5;9
267;78165;54860;0;2015-02-24 18:31:00;[1];0;5;9
268;78195;58960;0;2015-02-24 18:31:00;[1];0;5;9
269;78152;55968;0;2015-02-24 18:31:00;[1];1;5;9
270;78159;55802;0;2015-02-24 18:31:00;[1];0;5;9
271;78176;58800;0;2015-02-24 18:31:00;[0];0;5;9
272;78181;56434;0;2015-02-24 18:31:00;[0];0;5;9
273;78172;58013;0;2015-02-24 18:31:00;[0];0;5;9
274;78149;56856;0;2015-02-24 18:31:00;[1];1;5;9
275;78153;56034;0;2015-02-24 18:31:00;[1];1;5;9
276;78198;54847;0;2015-02-24 18:31:00;[0];0;5;9
277;78157;55266;0;2015-02-24 18:31:00;[1];1;5;9
278;78158;55287;0;2015-02-24 18:31:00;[1];0;5;9
279;78173;58233;0;2015-02-24 18:31:00;[0];0;5;9
280;78154;55066;0;2015-02-24 18:31:00;[1];0;5;9
281;78174;59629;0;2015-02-24 18:31:00;[1];1;5;9
282;78150;57007;0;2015-02-24 18:31:00;[1];0;5;9
283;78160;54744;0;2015-02-24 18:31:00;[1];0;5;9
284;78163;56846;0;2015-02-24 18:31:00;[1];0;5;9
285;78156;55566;0;2015-02-24 18:31:00;[1];1;5;9
286;78179;58366;0;2015-02-24 18:31:00;[0];0;5;9
287;78168;60127;0;2015-02-24 18:31:00;[0];0;5;9
288;78182;55779;0;2015-02-24 18:31:00;[0];0;5;9
289;78183;56291;0;2015-02-24 18:31:00;[0];0;5;9
290;78164;55455;0;2015-02-24 18:31:00;[1];0;5;9
291;78161;54815;0;2015-02-24 18:31:00;[1];0;5;9
292;78167;56715;0;2015-02-24 18:31:00;[0];0;5;9
293;78180;57479;0;2015-02-24 18:31:00;[0];0;5;9
294;78169;55875;0;2015-02-24 18:31:00;[0];0;5;9
295;78162;54636;0;2015-02-24 18:31:00;[1];0;5;9
296;78199;56479;0;2015-02-24 18:31:00;[0];0;5;9
297;78155;55184;0;2015-02-24 18:31:00;[1];0;5;9
298;78184;55118;0;2015-02-24 18:31:00;[0];0;5;9
299;78197;54525;0;2015-02-24 18:31:00;[0];0;5;9
300;78256;56852;0;2015-02-24 18:32:00;[1];0;5;10
301;82457;55690;0;2015-02-24 18:32:00;[];0;5;10
302;78227;58674;0;2015-02-24 18:32:00;[0];0;5;10
303;78205;56787;0;2015-02-24 18:32:00;[0];0;5;10
304;78251;58937;0;2015-02-24 18:32:00;[1];0;5;10
305;82438;56181;0;2015-02-24 18:32:00;[];1;5;10
306;78228;56260;0;2015-02-24 18:32:00;[0];0;5;10
307;78274;58926;0;2015-02-24 18:32:00;[1];0;5;10
308;82486;58622;0;2015-02-24 18:32:00;[];1;5;10
309;78204;56832;0;2015-02-24 18:32:00;[0];0;5;10
310;82443;55994;0;2015-02-24 18:32:00;[];1;5;10
311;82493;54752;0;2015-02-24 18:32:00;[];0;5;10
312;82488;57416;0;2015-02-24 18:32:00;[];1;5;10
313;82428;56815;0;2015-02-24 18:32:00;[];1;5;10
314;82441;58132;0;2015-02-24 18:32:00;[];1;5;10
315;78273;54746;0;2015-02-24 18:32:00;[1];0;5;10
316;78232;57199;0;2015-02-24 18:32:00;[0];0;5;10
317;78281;59402;0;2015-02-24 18:32:00;[1];0;5;10
318;78231;57525;0;2015-02-24 18:32:00;[0];0;5;10
319;82475;55581;0;2015-02-24 18:32:00;[];0;5;10
320;78276;59072;0;2015-02-24 18:32:00;[1];0;5;10
321;78254;57733;0;2015-02-24 18:32:00;[1];0;5;10
322;78278;55764;0;2015-02-24 18:32:00;[1];0;5;10
323;82459;55209;0;2015-02-24 18:32:00;[];0;5;10
324;78207;56581;0;2015-02-24 18:32:00;[0];0;5;10
325;82440;56302;0;2015-02-24 18:32:00;[];1;5;10
326;78255;58286;0;2015-02-24 18:32:00;[1];0;5;10
327;78279;55504;0;2015-02-24 18:32:00;[1];0;5;10
328;78229;56277;0;2015-02-24 18:32:00;[0];0;5;10
329;82494;57241;0;2015-02-24 18:32:00;[];0;5;10
330;82426;55007;0;2015-02-24 18:32:00;[];1;5;10
331;84005;56263;0;2015-02-24 18:32:00;[];1;5;10
332;78275;55244;0;2015-02-24 18:32:00;[1];0;5;10
333;78252;56140;0;2015-02-24 18:32:00;[1];0;5;10
334;82425;54746;0;2015-02-24 18:32:00;[];1;5;10
335;82458;57036;0;2015-02-24 18:32:00;[];0;5;10
336;82474;57172;0;2015-02-24 18:32:00;[];0;5;10
337;78253;55691;0;2015-02-24 18:32:00;[1];1;5;10
338;78280;57234;0;2015-02-24 18:32:00;[1];0;5;10
339;82473;56452;0;2015-02-24 18:32:00;[];1;5;10
340;78206;55832;0;2015-02-24 18:32:00;[1];0;5;10
341;78230;55849;0;2015-02-24 18:32:00;[0];0;5;10
342;82442;56296;0;2015-02-24 18:32:00;[];1;5;10
343;82495;56225;0;2015-02-24 18:32:00;[];1;5;10
344;78277;55361;0;2015-02-24 18:32:00;[1];0;5;10
345;82484;56294;0;2015-02-24 18:32:00;[];0;5;10
346;78234;56234;0;2015-02-24 18:32:00;[0];0;5;10
347;82476;56199;0;2015-02-24 18:32:00;[];0;5;10
348;82490;55403;0;2015-02-24 18:32:00;[];1;5;10
349;82433;56058;0;2015-02-24 18:32:00;[];1;5;10
350;82449;55065;0;2015-02-24 18:32:00;[];0;5;10
351;82445;55643;0;2015-02-24 18:32:00;[];1;5;10
352;82437;55591;0;2015-02-24 18:32:00;[];1;5;10
353;78264;56054;0;2015-02-24 18:32:00;[1];0;5;10
354;82481;57078;0;2015-02-24 18:32:00;[];0;5;10
355;78243;55845;0;2015-02-24 18:32:00;[0];0;5;10
356;82480;55397;0;2015-02-24 18:32:00;[];0;5;10
357;82450;57149;0;2015-02-24 18:32:00;[];0;5;10
358;78265;55599;0;2015-02-24 18:32:00;[1];0;5;10
359;78242;56751;0;2015-02-24 18:32:00;[0];0;5;10
360;78241;54977;0;2015-02-24 18:32:00;[0];0;5;10
361;82432;56187;0;2015-02-24 18:32:00;[];1;5;10
362;78258;57786;0;2015-02-24 18:32:00;[1];0;5;10
363;82451;55239;0;2015-02-24 18:32:00;[];0;5;10
364;78263;55051;0;2015-02-24 18:32:00;[1];0;5;10
365;78201;56895;0;2015-02-24 18:32:00;[0];0;5;10
366;82446;56173;0;2015-02-24 18:32:00;[];1;5;10
367;82489;55602;0;2015-02-24 18:32:00;[];0;5;10
368;82435;56933;0;2015-02-24 18:32:00;[];1;5;10
369;78246;54984;0;2015-02-24 18:32:00;[0];1;5;10
370;78260;55928;0;2015-02-24 18:32:00;[1];0;5;10
371;82483;55648;0;2015-02-24 18:32:00;[];0;5;10
372;78244;55593;0;2015-02-24 18:32:00;[0];0;5;10
373;82447;56909;0;2015-02-24 18:32:00;[];1;5;10
374;78245;56448;0;2015-02-24 18:32:00;[0];0;5;10
375;78247;60208;0;2015-02-24 18:32:00;[1];0;5;10
376;82434;57460;0;2015-02-24 18:32:00;[];1;5;10
377;82482;56501;0;2015-02-24 18:32:00;[];0;5;10
378;78262;55465;0;2015-02-24 18:32:00;[1];0;5;10
379;82448;55612;0;2015-02-24 18:32:00;[];0;5;10
380;78261;55639;0;2015-02-24 18:32:00;[1];0;5;10
381;82456;56015;0;2015-02-24 18:32:00;[];0;5;10
382;78248;57267;0;2015-02-24 18:32:00;[1];0;5;10
383;78266;57499;0;2015-02-24 18:32:00;[1];0;5;10
384;82454;55394;0;2015-02-24 18:32:00;[];0;5;10
385;78235;57310;0;2015-02-24 18:32:00;[0];0;5;10
386;78257;57101;0;2015-02-24 18:32:00;[1];0;5;10
387;78250;58901;0;2015-02-24 18:32:00;[1];0;5;10
388;82477;54933;0;2015-02-24 18:32:00;[];0;5;10
389;78270;55204;0;2015-02-24 18:32:00;[1];0;5;10
390;82430;57141;0;2015-02-24 18:32:00;[];1;5;10
391;82492;55423;0;2015-02-24 18:32:00;[];0;5;10
392;78259;56426;0;2015-02-24 18:32:00;[1];0;5;10
393;78271;59205;0;2015-02-24 18:32:00;[1];0;5;10
394;82455;52542;0;2015-02-24 18:32:00;[];0;5;10
395;82429;58401;0;2015-02-24 18:32:00;[];1;5;10
396;78233;57533;0;2015-02-24 18:32:00;[0];0;5;10
397;78272;55891;0;2015-02-24 18:32:00;[1];0;5;10
398;78203;55684;0;2015-02-24 18:32:00;[1];0;5;10
399;78200;56228;0;2015-02-24 18:32:00;[0];0;5;10
400;78269;57451;0;2015-02-24 18:32:00;[1];0;5;10
401;82453;54572;0;2015-02-24 18:32:00;[];0;5;10
402;82479;56397;0;2015-02-24 18:32:00;[];0;5;10
403;78240;57381;0;2015-02-24 18:32:00;[0];0;5;10
404;82491;55937;0;2015-02-24 18:32:00;[];1;5;10
405;78267;56626;0;2015-02-24 18:32:00;[1];0;5;10
406;78202;57849;0;2015-02-24 18:32:00;[1];1;5;10
407;82452;55366;0;2015-02-24 18:32:00;[];0;5;10
408;78236;55042;0;2015-02-24 18:32:00;[0];0;5;10
409;78239;57275;0;2015-02-24 18:32:00;[0];0;5;10
410;78237;58740;0;2015-02-24 18:32:00;[0];0;5;10
411;82485;54539;0;2015-02-24 18:32:00;[];0;5;10
412;78268;56810;0;2015-02-24 18:32:00;[1];0;5;10
413;82444;55000;0;2015-02-24 18:32:00;[];1;5;10
414;78249;55620;0;2015-02-24 18:32:00;[1];0;5;10
415;82478;56793;0;2015-02-24 18:32:00;[];0;5;10
416;82431;55444;0;2015-02-24 18:32:00;[];1;5;10
417;82472;54366;0;2015-02-24 18:32:00;[];0;5;10
418;82427;56490;0;2015-02-24 18:32:00;[];1;5;10
419;82424;55886;0;2015-02-24 18:32:00;[];1;5;10
420;82517;56708;0;2015-02-24 18:32:00;[];1;5;10
421;82516;58788;0;2015-02-24 18:32:00;[];1;5;10
422;78290;55925;0;2015-02-24 18:32:00;[1];0;5;10
423;78221;57122;0;2015-02-24 18:32:00;[1];1;5;10
424;82469;56371;0;2015-02-24 18:32:00;[];0;5;10
425;78210;55374;0;2015-02-24 18:32:00;[0];0;5;10
426;82420;55796;0;2015-02-24 18:32:00;[];1;5;10
427;82515;55231;0;2015-02-24 18:32:00;[];1;5;10
